NEW_DATASET_IMG_FILENAME -> ORIGINAL_SUNRGBD_IMG_PATH
3334.png -> /SUNRGBD/xtion/sun3ddata/mit_32_d407/d407-1/0004271-000143122944
3335.png -> /SUNRGBD/xtion/sun3ddata/mit_32_d407/d407-1/0000744-000024912012
3336.png -> /SUNRGBD/xtion/sun3ddata/mit_32_d407/d407-1/0000387-000012946800
3337.png -> /SUNRGBD/xtion/sun3ddata/mit_32_d407/d407-1/0003902-000130755540
3338.png -> /SUNRGBD/xtion/sun3ddata/mit_32_d407/d407-1/0000004-000000110172
3339.png -> /SUNRGBD/xtion/sun3ddata/home_ts/apartment_ts_oct_31_2012_scan1_erika/0003204-000128306407
3340.png -> /SUNRGBD/xtion/sun3ddata/home_ts/apartment_ts_oct_31_2012_scan1_erika/0001266-000051621799
3341.png -> /SUNRGBD/xtion/sun3ddata/home_ts/apartment_ts_oct_31_2012_scan1_erika/0006572-000266526391
3342.png -> /SUNRGBD/xtion/sun3ddata/home_ts/apartment_ts_oct_31_2012_scan1_erika/0005170-000208175035
3343.png -> /SUNRGBD/xtion/sun3ddata/home_ts/apartment_ts_oct_31_2012_scan1_erika/0000018-000000744511
3344.png -> /SUNRGBD/xtion/sun3ddata/home_ts/apartment_ts_oct_31_2012_scan1_erika/0005689-000229357147
3345.png -> /SUNRGBD/xtion/sun3ddata/home_ts/apartment_ts_oct_31_2012_scan1_erika/0004436-000177910087
3346.png -> /SUNRGBD/xtion/sun3ddata/home_ts/apartment_ts_oct_31_2012_scan1_erika/0004873-000195874663
3347.png -> /SUNRGBD/xtion/sun3ddata/home_ts/apartment_ts_oct_31_2012_scan1_erika/0000331-000013681687
3348.png -> /SUNRGBD/xtion/sun3ddata/home_ts/apartment_ts_oct_31_2012_scan1_erika/0002212-000089327299
3349.png -> /SUNRGBD/xtion/sun3ddata/hotel_ucsd/la1/0004945-000165770136
3350.png -> /SUNRGBD/xtion/sun3ddata/hotel_ucsd/la1/0000440-000014713524
3351.png -> /SUNRGBD/xtion/sun3ddata/hotel_ucsd/la1/0000988-000033147324
3352.png -> /SUNRGBD/xtion/sun3ddata/hotel_ucsd/la1/0001745-000058518936
3353.png -> /SUNRGBD/xtion/sun3ddata/hotel_ucsd/la1/0000007-000000201096
3354.png -> /SUNRGBD/xtion/sun3ddata/hotel_ucsd/la1/0001320-000044274636
3355.png -> /SUNRGBD/xtion/sun3ddata/hotel_ucsd/la1/0003516-000117875772
3356.png -> /SUNRGBD/xtion/sun3ddata/hotel_ucsd/la1/0004144-000138923820
3357.png -> /SUNRGBD/xtion/sun3ddata/hotel_ucsd/la1/0004839-000162217440
3358.png -> /SUNRGBD/xtion/sun3ddata/brown_cogsci_2/brown_cogsci_2/0001150-000038512712
3359.png -> /SUNRGBD/xtion/sun3ddata/mit_13_xh_lab2/xh_lab2_1/0001147-000038409336
3360.png -> /SUNRGBD/xtion/sun3ddata/brown_cs_5/brown_cs5/0000453-000015390634
3361.png -> /SUNRGBD/xtion/sun3ddata/brown_cs_5/brown_cs5/0000634-000021457030
3362.png -> /SUNRGBD/xtion/sun3ddata/brown_cs_5/brown_cs5/0001337-000045018778
3363.png -> /SUNRGBD/xtion/sun3ddata/brown_cs_5/brown_cs5/0000349-000011904970
3364.png -> /SUNRGBD/xtion/sun3ddata/brown_cs_5/brown_cs5/0000004-000000107338
3365.png -> /SUNRGBD/xtion/sun3ddata/brown_cs_5/brown_cs5/0000894-000030171190
3366.png -> /SUNRGBD/xtion/sun3ddata/brown_cs_5/brown_cs5/0001788-000060134494
3367.png -> /SUNRGBD/xtion/sun3ddata/brown_cs_5/brown_cs5/0000781-000026383882
3368.png -> /SUNRGBD/xtion/sun3ddata/hotel_grenoble/scan1_2012_july_11/0000772-000759000977
3369.png -> /SUNRGBD/xtion/sun3ddata/hotel_grenoble/scan1_2012_july_11/0000600-000681026978
3370.png -> /SUNRGBD/xtion/sun3ddata/hotel_grenoble/scan1_2012_july_11/0000008-000416091003
3371.png -> /SUNRGBD/xtion/sun3ddata/hotel_grenoble/scan1_2012_july_11/0000041-000430178986
3372.png -> /SUNRGBD/xtion/sun3ddata/hotel_grenoble/scan1_2012_july_11/0000049-000433799011
3373.png -> /SUNRGBD/xtion/sun3ddata/hotel_grenoble/scan1_2012_july_11/0000280-000535057983
3374.png -> /SUNRGBD/xtion/sun3ddata/hotel_grenoble/scan1_2012_july_11/0000508-000639057007
3375.png -> /SUNRGBD/xtion/sun3ddata/hotel_grenoble/scan1_2012_july_11/0000716-000733661011
3376.png -> /SUNRGBD/xtion/sun3ddata/hotel_grenoble/scan1_2012_july_11_another/0000143-000171996994
3377.png -> /SUNRGBD/xtion/sun3ddata/brown_bm_1/brown_bm_1/0000347-000011918611
3378.png -> /SUNRGBD/xtion/sun3ddata/brown_bm_1/brown_bm_1/0005654-000189821539
3379.png -> /SUNRGBD/xtion/sun3ddata/brown_bm_1/brown_bm_1/0005316-000178493131
3380.png -> /SUNRGBD/xtion/sun3ddata/brown_bm_1/brown_bm_1/0001259-000042485203
3381.png -> /SUNRGBD/xtion/sun3ddata/brown_bm_1/brown_bm_1/0004676-000157042891
3382.png -> /SUNRGBD/xtion/sun3ddata/brown_bm_1/brown_bm_1/0000711-000024118435
3383.png -> /SUNRGBD/xtion/sun3ddata/brown_bm_1/brown_bm_1/0002509-000084413719
3384.png -> /SUNRGBD/xtion/sun3ddata/mit_32_g825/g825_1/0001882-000063043596
3385.png -> /SUNRGBD/xtion/sun3ddata/mit_32_g825/g825_1/0000814-000027248508
3386.png -> /SUNRGBD/xtion/sun3ddata/mit_32_g825/g825_1/0002785-000093342060
3387.png -> /SUNRGBD/xtion/sun3ddata/mit_32_g825/g825_1/0001560-000052251444
3388.png -> /SUNRGBD/xtion/sun3ddata/mit_32_g825/g825_1/0003171-000106279236
3389.png -> /SUNRGBD/xtion/sun3ddata/mit_32_g825/g825_1/0000028-000000904932
3390.png -> /SUNRGBD/xtion/sun3ddata/mit_32_g825/g825_1/0001309-000043838928
3391.png -> /SUNRGBD/xtion/sun3ddata/mit_32_g825/g825_1/0002093-000070115472
3392.png -> /SUNRGBD/xtion/sun3ddata/mit_32_g825/g825_1/0000623-000020846952
3393.png -> /SUNRGBD/xtion/sun3ddata/brown_cogsci_4/brown_cogsci_4/0000875-000029324310
3394.png -> /SUNRGBD/xtion/sun3ddata/brown_cogsci_4/brown_cogsci_4/0000650-000021783210
3395.png -> /SUNRGBD/xtion/sun3ddata/brown_cogsci_4/brown_cogsci_4/0000005-000000165390
3396.png -> /SUNRGBD/xtion/sun3ddata/harvard_printroom1/hv_printroom1_1/0000189-000006301008
3397.png -> /SUNRGBD/xtion/sun3ddata/harvard_printroom1/hv_printroom1_1/0000036-000001173060
3398.png -> /SUNRGBD/xtion/sun3ddata/mit_dorm_mcc_313/dorm_mcc_313_oct_31_2012_scan1_erika/0000005-000000231823
3399.png -> /SUNRGBD/xtion/sun3ddata/mit_dorm_mcc_313/dorm_mcc_313_oct_31_2012_scan1_erika/0001796-000078022459
3400.png -> /SUNRGBD/xtion/sun3ddata/mit_dorm_mcc_313/dorm_mcc_313_oct_31_2012_scan1_erika/0000513-000022519963
3401.png -> /SUNRGBD/xtion/sun3ddata/mit_dorm_mcc_313/dorm_mcc_313_oct_31_2012_scan1_erika/0000239-000010119043
3402.png -> /SUNRGBD/xtion/sun3ddata/mit_dorm_mcc_313/dorm_mcc_313_oct_31_2012_scan1_erika/0001204-000052449751
3403.png -> /SUNRGBD/xtion/sun3ddata/mit_dorm_mcc_313/dorm_mcc_313_oct_31_2012_scan1_erika/0002128-000091898083
3404.png -> /SUNRGBD/xtion/sun3ddata/mit_dorm_mcc_313/dorm_mcc_313_oct_31_2012_scan1_erika/0000626-000027279235
3405.png -> /SUNRGBD/xtion/sun3ddata/mit_dorm_mcc_313/dorm_mcc_313_oct_31_2012_scan1_erika/0001016-000044271847
3406.png -> /SUNRGBD/xtion/sun3ddata/mit_dorm_mcc_313/dorm_mcc_313_oct_31_2012_scan1_erika/0001985-000086099815
3407.png -> /SUNRGBD/xtion/sun3ddata/brown_cs_7/brown_cs7/0000155-000005400766
3408.png -> /SUNRGBD/xtion/sun3ddata/brown_cs_7/brown_cs7/0001650-000055507186
3409.png -> /SUNRGBD/xtion/sun3ddata/brown_cs_7/brown_cs7/0000898-000030303154
3410.png -> /SUNRGBD/xtion/sun3ddata/brown_cs_7/brown_cs7/0001441-000048502342
3411.png -> /SUNRGBD/xtion/sun3ddata/brown_cs_7/brown_cs7/0000004-000000105238
3412.png -> /SUNRGBD/xtion/sun3ddata/brown_cs_7/brown_cs7/0000324-000011064970
3413.png -> /SUNRGBD/xtion/sun3ddata/brown_cs_7/brown_cs7/0000590-000019980226
3414.png -> /SUNRGBD/xtion/sun3ddata/brown_cs_7/brown_cs7/0000739-000024974110
3415.png -> /SUNRGBD/xtion/sun3ddata/brown_cs_7/brown_cs7/0002021-000067941622
3416.png -> /SUNRGBD/xtion/sun3ddata/brown_cs_7/brown_cs7/0002446-000082185922
3417.png -> /SUNRGBD/xtion/sun3ddata/mit_36_ti_office/tian_office_1/0001913-000064116108
3418.png -> /SUNRGBD/xtion/sun3ddata/mit_36_ti_office/tian_office_1/0002414-000080907624
3419.png -> /SUNRGBD/xtion/sun3ddata/mit_36_ti_office/tian_office_1/0001887-000063244692
3420.png -> /SUNRGBD/xtion/sun3ddata/mit_36_ti_office/tian_office_1/0003310-000110937960
3421.png -> /SUNRGBD/xtion/sun3ddata/mit_36_ti_office/tian_office_1/0002091-000070081956
3422.png -> /SUNRGBD/xtion/sun3ddata/mit_36_ti_office/tian_office_1/0001643-000055066788
3423.png -> /SUNRGBD/xtion/sun3ddata/mit_36_ti_office/tian_office_1/0004559-000152799444
3424.png -> /SUNRGBD/xtion/sun3ddata/mit_36_ti_office/tian_office_1/0002270-000076081320
3425.png -> /SUNRGBD/xtion/sun3ddata/mit_36_ti_office/tian_office_1/0001805-000060496380
3426.png -> /SUNRGBD/xtion/sun3ddata/mit_36_ti_office/tian_office_1/0002772-000092906352
3427.png -> /SUNRGBD/xtion/sun3ddata/mit_36_ti_office/tian_office_1/0003685-000123506460
3428.png -> /SUNRGBD/xtion/sun3ddata/mit_76_458/76-458a/0000932-000031361403
3429.png -> /SUNRGBD/xtion/sun3ddata/mit_76_458/76-458a/0001282-000043092003
3430.png -> /SUNRGBD/xtion/sun3ddata/mit_76_458/76-458a/0001531-000051437487
3431.png -> /SUNRGBD/xtion/sun3ddata/mit_76_458/76-458a/0001782-000059850003
3432.png -> /SUNRGBD/xtion/sun3ddata/mit_76_458/76-458a/0000012-000000493167
3433.png -> /SUNRGBD/xtion/sun3ddata/mit_76_458/76-458a/0000165-000005621115
3434.png -> /SUNRGBD/xtion/sun3ddata/mit_76_458/76-458a/0000320-000010816095
3435.png -> /SUNRGBD/xtion/sun3ddata/brown_cogsci_8/brown_cogsci_8/0000294-000010021284
3436.png -> /SUNRGBD/xtion/sun3ddata/brown_cogsci_8/brown_cogsci_8/0000925-000031169880
3437.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_3/0001204-000040489395
3438.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_3/0000406-000013743627
3439.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_3/0001525-000051248031
3440.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_3/0000262-000008917323
3441.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_3/0000189-000006470655
3442.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_2/0002731-000091632744
3443.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_2/0004247-000142443000
3444.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_2/0003929-000131784912
3445.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_2/0002333-000078293376
3446.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_2/0001908-000064049076
3447.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_2/0000906-000030466044
3448.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_2/0001579-000053022312
3449.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_2/0000403-000013607496
3450.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_2/0001399-000046989432
3451.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_2/0000045-000001608768
3452.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_2/0004017-000134734320
3453.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_2/0003334-000111842892
3454.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_2/0001195-000040152168
3455.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_2/0002954-000099106812
3456.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_2/0003616-000121294404
3457.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_2/0000719-000024198552
3458.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_1/0003496-000117171936
3459.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_1/0002353-000078863148
3460.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_1/0000005-000000134064
3461.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_1/0000291-000009753156
3462.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_1/0001457-000048832812
3463.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_1/0002557-000085700412
3464.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_1/0003755-000125852580
3465.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_1/0000860-000028823760
3466.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_1/0001145-000038375820
3467.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_1/0003210-000107586360
3468.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_1/0001950-000065356200
3469.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_1/0001750-000058653000
3470.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_1/0000595-000019942020
3471.png -> /SUNRGBD/xtion/sun3ddata/harvard_conf_big/hv_conf_big_1/0002870-000096190920
3472.png -> /SUNRGBD/xtion/sun3ddata/hotel_barcelona/scan1_2012_july_23/0001035-000124279999
3473.png -> /SUNRGBD/xtion/sun3ddata/hotel_barcelona/scan1_2012_july_23/0000367-000088722000
3474.png -> /SUNRGBD/xtion/sun3ddata/hotel_barcelona/scan1_2012_july_23/0000263-000083103996
3475.png -> /SUNRGBD/xtion/sun3ddata/hotel_barcelona/scan1_2012_july_23/0000012-000068309998
3476.png -> /SUNRGBD/xtion/sun3ddata/hotel_barcelona/scan1_2012_july_23/0000552-000098367996
3477.png -> /SUNRGBD/xtion/sun3ddata/hotel_barcelona/scan1_2012_july_23/0002254-000217664993
3478.png -> /SUNRGBD/xtion/sun3ddata/hotel_barcelona/scan1_2012_july_23/0002124-000203570007
3479.png -> /SUNRGBD/xtion/sun3ddata/hotel_barcelona/scan1_2012_july_23/0002465-000246623001
3480.png -> /SUNRGBD/xtion/sun3ddata/mit_dorm_baker_cj/dorm_baker_cj_oct_29_2012_scan1_erika/0003160-000134801352
3481.png -> /SUNRGBD/xtion/sun3ddata/mit_dorm_baker_cj/dorm_baker_cj_oct_29_2012_scan1_erika/0000805-000034420932
3482.png -> /SUNRGBD/xtion/sun3ddata/mit_dorm_baker_cj/dorm_baker_cj_oct_29_2012_scan1_erika/0000007-000000234612
3483.png -> /SUNRGBD/xtion/sun3ddata/mit_dorm_baker_cj/dorm_baker_cj_oct_29_2012_scan1_erika/0000257-000009987768
3484.png -> /SUNRGBD/xtion/sun3ddata/mit_dorm_baker_cj/dorm_baker_cj_oct_29_2012_scan1_erika/0001221-000052083864
3485.png -> /SUNRGBD/xtion/sun3ddata/mit_dorm_baker_cj/dorm_baker_cj_oct_29_2012_scan1_erika/0001569-000067199580
3486.png -> /SUNRGBD/xtion/sun3ddata/mit_dorm_baker_cj/dorm_baker_cj_oct_29_2012_scan1_erika/0001073-000045682308
3487.png -> /SUNRGBD/xtion/sun3ddata/mit_dorm_baker_cj/dorm_baker_cj_oct_29_2012_scan1_erika/0002677-000114021432
3488.png -> /SUNRGBD/xtion/sun3ddata/mit_dorm_baker_cj/dorm_baker_cj_oct_29_2012_scan1_erika/0001857-000079432920
3489.png -> /SUNRGBD/xtion/sun3ddata/hotel_casarural/casarural_scan1_2012_july_22/0000566-000100142998
3490.png -> /SUNRGBD/xtion/sun3ddata/hotel_casarural/casarural_scan1_2012_july_22/0001369-000157210007
3491.png -> /SUNRGBD/xtion/sun3ddata/hotel_casarural/casarural_scan1_2012_july_22/0001486-000173022995
3492.png -> /SUNRGBD/xtion/sun3ddata/hotel_casarural/casarural_scan1_2012_july_22/0000213-000076808998
3493.png -> /SUNRGBD/xtion/sun3ddata/hotel_casarural/casarural_scan1_2012_july_22/0000012-000064427002
3494.png -> /SUNRGBD/xtion/sun3ddata/home_bksh/home_bksh_oct_30_2012_scan2_erika/0008168-000357752144
3495.png -> /SUNRGBD/xtion/sun3ddata/home_bksh/home_bksh_oct_30_2012_scan2_erika/0003770-000165135692
3496.png -> /SUNRGBD/xtion/sun3ddata/home_bksh/home_bksh_oct_30_2012_scan2_erika/0011995-000523019540
3497.png -> /SUNRGBD/xtion/sun3ddata/home_bksh/home_bksh_oct_30_2012_scan2_erika/0013841-000603826616
3498.png -> /SUNRGBD/xtion/sun3ddata/home_bksh/home_bksh_oct_30_2012_scan2_erika/0010234-000446569544
3499.png -> /SUNRGBD/xtion/sun3ddata/home_bksh/home_bksh_oct_30_2012_scan2_erika/0012796-000557909696
3500.png -> /SUNRGBD/xtion/sun3ddata/home_bksh/home_bksh_oct_30_2012_scan2_erika/0009704-000423812180
3501.png -> /SUNRGBD/xtion/sun3ddata/home_bksh/home_bksh_oct_30_2012_scan2_erika/0002467-000108460136
3502.png -> /SUNRGBD/xtion/sun3ddata/home_bksh/home_bksh_oct_30_2012_scan2_erika/0007468-000327386648
3503.png -> /SUNRGBD/xtion/sun3ddata/home_bksh/home_bksh_oct_30_2012_scan2_erika/0000386-000017196068
3504.png -> /SUNRGBD/xtion/sun3ddata/home_bksh/home_bksh_oct_30_2012_scan2_erika/0012324-000537096260
3505.png -> /SUNRGBD/xtion/sun3ddata/home_bksh/home_bksh_oct_30_2012_scan2_erika/0007780-000340893596
3506.png -> /SUNRGBD/xtion/sun3ddata/home_bksh/home_bksh_oct_30_2012_scan2_erika/0004772-000210047132
3507.png -> /SUNRGBD/xtion/sun3ddata/home_bksh/home_bksh_oct_30_2012_scan2_erika/0010822-000471974672
3508.png -> /SUNRGBD/xtion/sun3ddata/home_bksh/home_bksh_2012_oct_19_scan1/0005910-000253906777
3509.png -> /SUNRGBD/xtion/sun3ddata/home_bksh/home_bksh_2012_oct_19_scan1/0001576-000066753433
3510.png -> /SUNRGBD/xtion/sun3ddata/home_bksh/home_bksh_2012_oct_19_scan1/0008289-000353549845
3511.png -> /SUNRGBD/xtion/sun3ddata/home_bksh/home_bksh_2012_oct_19_scan1/0001362-000057570049
3512.png -> /SUNRGBD/xtion/sun3ddata/home_bksh/home_bksh_2012_oct_19_scan1/0002997-000128020681
3513.png -> /SUNRGBD/xtion/sun3ddata/home_bksh/home_bksh_2012_oct_19_scan1/0000008-000000324721
3514.png -> /SUNRGBD/xtion/sun3ddata/home_bksh/home_bksh_2012_oct_19_scan1/0006262-000268821397
3515.png -> /SUNRGBD/xtion/sun3ddata/home_bksh/home_bksh_2012_oct_19_scan1/0000315-000012893221
3516.png -> /SUNRGBD/xtion/sun3ddata/home_bksh/home_bksh_2012_oct_19_scan1/0003302-000140823793
3517.png -> /SUNRGBD/xtion/sun3ddata/home_bksh/home_bksh_2012_oct_19_scan1/0004253-000182551213
3518.png -> /SUNRGBD/xtion/sun3ddata/home_bksh/home_bksh_2012_oct_19_scan1/0006142-000263726965
3519.png -> /SUNRGBD/xtion/sun3ddata/home_bksh/home_bksh_2012_oct_19_scan1/0002725-000116658757
3520.png -> /SUNRGBD/xtion/sun3ddata/home_bksh/home_bksh_2012_oct_19_scan1/0008462-000360521173
3521.png -> /SUNRGBD/xtion/sun3ddata/home_bksh/home_bksh_2012_oct_19_scan1/0000807-000033472045
3522.png -> /SUNRGBD/xtion/sun3ddata/home_bksh/home_bksh_2012_oct_19_scan1/0001803-000077344489
3523.png -> /SUNRGBD/xtion/sun3ddata/home_bksh/home_bksh_2012_oct_19_scan1/0005689-000244756909
3524.png -> /SUNRGBD/xtion/sun3ddata/mit_32_g631/g631_1/0002415-000080930929
3525.png -> /SUNRGBD/xtion/sun3ddata/mit_32_g631/g631_1/0001964-000065815213
3526.png -> /SUNRGBD/xtion/sun3ddata/mit_32_g631/g631_1/0003307-000110827201
3527.png -> /SUNRGBD/xtion/sun3ddata/mit_32_g631/g631_1/0000637-000021339481
3528.png -> /SUNRGBD/xtion/sun3ddata/mit_32_g631/g631_1/0003897-000130601641
3529.png -> /SUNRGBD/xtion/sun3ddata/mit_32_g631/g631_1/0001464-000049057213
3530.png -> /SUNRGBD/xtion/sun3ddata/mit_32_g631/g631_1/0004949-000165860473
3531.png -> /SUNRGBD/xtion/sun3ddata/mit_32_g631/g631_1/0000008-000000257917
3532.png -> /SUNRGBD/xtion/sun3ddata/mit_32_g631/g631_1/0000751-000025160305
3533.png -> /SUNRGBD/xtion/sun3ddata/mit_32_g631/g631_1/0002784-000093298333
3534.png -> /SUNRGBD/xtion/sun3ddata/mit_32_g631/g631_1/0004133-000138511417
3535.png -> /SUNRGBD/xtion/sun3ddata/mit_32_g631/g631_1/0004301-000144142105
3536.png -> /SUNRGBD/xtion/sun3ddata/mit_32_g631/g631_1/0000926-000031025605
3537.png -> /SUNRGBD/xtion/sun3ddata/mit_w85a/a2/0000337-000011261376
3538.png -> /SUNRGBD/xtion/sun3ddata/mit_w85a/a2/0005697-000190940652
3539.png -> /SUNRGBD/xtion/sun3ddata/mit_w85a/a2/0000688-000023025492
3540.png -> /SUNRGBD/xtion/sun3ddata/mit_w85a/a2/0000010-000000301644
3541.png -> /SUNRGBD/xtion/sun3ddata/mit_w85a/a2/0005085-000170428860
3542.png -> /SUNRGBD/xtion/sun3ddata/mit_w85a/a2/0002815-000094314024
3543.png -> /SUNRGBD/xtion/sun3ddata/mit_w85a/a2/0000944-000031605588
3544.png -> /SUNRGBD/xtion/sun3ddata/mit_w85a/a2/0005433-000182092428
3545.png -> /SUNRGBD/xtion/sun3ddata/mit_w85a/a2/0002357-000078963696
3546.png -> /SUNRGBD/xtion/sun3ddata/mit_w85a/a2/0001140-000038174724
3547.png -> /SUNRGBD/xtion/sun3ddata/mit_w85a/a2/0003833-000128433312
3548.png -> /SUNRGBD/xtion/sun3ddata/mit_w85a/a2/0002941-000098537040
3549.png -> /SUNRGBD/xtion/sun3ddata/mit_w85a/a2/0001413-000047324592
3550.png -> /SUNRGBD/xtion/sun3ddata/mit_w85a/a2/0002135-000071523144
3551.png -> /SUNRGBD/xtion/sun3ddata/mit_w85a/a_living_room/0000009-000000302184
3552.png -> /SUNRGBD/xtion/sun3ddata/mit_dorm_next_sj/dorm_next_sj_oct_30_2012_scan1_erika/0001455-000062641404
3553.png -> /SUNRGBD/xtion/sun3ddata/mit_dorm_next_sj/dorm_next_sj_oct_30_2012_scan1_erika/0000097-000004155984
3554.png -> /SUNRGBD/xtion/sun3ddata/mit_dorm_next_sj/dorm_next_sj_oct_30_2012_scan1_erika/0002225-000097028820
3555.png -> /SUNRGBD/xtion/sun3ddata/mit_dorm_next_sj/dorm_next_sj_oct_30_2012_scan1_erika/0000655-000027985860
3556.png -> /SUNRGBD/xtion/sun3ddata/mit_dorm_next_sj/dorm_next_sj_oct_30_2012_scan1_erika/0000373-000015953616
3557.png -> /SUNRGBD/xtion/sun3ddata/mit_dorm_next_sj/dorm_next_sj_oct_30_2012_scan1_erika/0000499-000021383208
3558.png -> /SUNRGBD/xtion/sun3ddata/mit_w85g/g_0/0003430-000114926364
3559.png -> /SUNRGBD/xtion/sun3ddata/mit_w85g/g_0/0001758-000058887612
3560.png -> /SUNRGBD/xtion/sun3ddata/mit_w85g/g_0/0002873-000096257952
3561.png -> /SUNRGBD/xtion/sun3ddata/mit_w85g/g_0/0001213-000040621392
3562.png -> /SUNRGBD/xtion/sun3ddata/mit_w85g/g_0/0002250-000075377484
3563.png -> /SUNRGBD/xtion/sun3ddata/mit_w85g/g_0/0002002-000067065516
3564.png -> /SUNRGBD/xtion/sun3ddata/mit_w85g/g_0/0002559-000085733928
3565.png -> /SUNRGBD/xtion/sun3ddata/mit_w85g/g_0/0002129-000071322048
3566.png -> /SUNRGBD/xtion/sun3ddata/mit_w85g/g_0/0001887-000063211176
3567.png -> /SUNRGBD/xtion/sun3ddata/mit_46_6lounge/bcs_floor6_long/0009561-000320701641
3568.png -> /SUNRGBD/xtion/sun3ddata/mit_46_6lounge/bcs_floor6_long/0013744-000460932585
3569.png -> /SUNRGBD/xtion/sun3ddata/mit_46_6lounge/bcs_floor6_long/0003165-000106333305
3570.png -> /SUNRGBD/xtion/sun3ddata/mit_46_6lounge/bcs_floor6_long/0008727-000292749297
3571.png -> /SUNRGBD/xtion/sun3ddata/mit_46_6lounge/bcs_floor6_long/0002268-000076269453
3572.png -> /SUNRGBD/xtion/sun3ddata/mit_46_6lounge/bcs_floor6_long/0002654-000089206629
3573.png -> /SUNRGBD/xtion/sun3ddata/mit_46_6lounge/bcs_floor6_long/0005274-000177018549
3574.png -> /SUNRGBD/xtion/sun3ddata/mit_46_6lounge/bcs_floor6_long/0013847-000464384733
3575.png -> /SUNRGBD/xtion/sun3ddata/mit_46_6lounge/bcs_floor6_long/0002016-000067823421
3576.png -> /SUNRGBD/xtion/sun3ddata/mit_46_6lounge/bcs_floor6_long/0006018-000201954453
3577.png -> /SUNRGBD/xtion/sun3ddata/mit_46_6lounge/bcs_floor6_long/0004625-000155266665
3578.png -> /SUNRGBD/xtion/sun3ddata/mit_46_6lounge/bcs_floor6_long/0001813-000061019673
3579.png -> /SUNRGBD/xtion/sun3ddata/mit_46_6lounge/bcs_floor6_long/0003439-000115516689
3580.png -> /SUNRGBD/xtion/sun3ddata/mit_46_6lounge/bcs_floor6_long/0009313-000312389673
3581.png -> /SUNRGBD/xtion/sun3ddata/mit_46_6lounge/bcs_floor6_long/0004556-000152954061
3582.png -> /SUNRGBD/xtion/sun3ddata/mit_46_6lounge/bcs_floor6_long/0002484-000083508909
3583.png -> /SUNRGBD/xtion/sun3ddata/mit_46_6lounge/bcs_floor6_low_lounge/0001084-000036517225
3584.png -> /SUNRGBD/xtion/sun3ddata/mit_46_6lounge/bcs_floor6_low_lounge/0001837-000061754773
3585.png -> /SUNRGBD/xtion/sun3ddata/brown_bm_6/brown_bm_6/0001082-000036666504
3586.png -> /SUNRGBD/xtion/sun3ddata/mit_w16/kresge_back/0013206-000569680886
3587.png -> /SUNRGBD/xtion/sun3ddata/mit_w16/kresge_back/0014287-000618379634
3588.png -> /SUNRGBD/xtion/sun3ddata/harvard_computer_lab/hv_c1_2/0000689-000023059008
